stem,version,course_id,crn,section,file_size_kb,s0_status,source_pdf,page_count,body_font_size_pt,annotated_lines,plain_lines,annotated_tokens,s1_status,s1_md_file,sections_stripped,tokens_stripped,tokens_remaining,reduction_pct,reduction_notes,strip_type_counts,stripped_headers,new_bp_candidates,s2_status,s2_md_file,input_tokens,chunk_count,avg_chunk_tokens,chunk_size_setting,overlap_setting,llm_status,llm_error,s3_status,s3_json_file,processed_at,validation_feedback
202611_CSCE_221_506_12352,v010,CSCE 221,12352,506,376.0,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_506_12352.pdf"", ""202611_CSCE_221_506_12352.pdf"")",9,8.5,210,170,5110,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_506_12352_v010.md"", ""202611_CSCE_221_506_12352_v010.md"")",15,2956,2114,58.3,,"TAMU_POLICY:11,DEPT_HEADER:2,TECH_SUPPORT:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",12 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_221_506_12352_v010.md"", ""202611_CSCE_221_506_12352_v010.md"")",1744,3,669,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_221_506_12352_v010.json"", ""202611_CSCE_221_506_12352_v010.json"")",2026-03-11T01:35:47.079042,
202611_CSCE_221_505_12350,v010,CSCE 221,12350,505,234.4,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_505_12350.pdf"", ""202611_CSCE_221_505_12350.pdf"")",13,11.0,32,390,4651,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_505_12350_v010.md"", ""202611_CSCE_221_505_12350_v010.md"")",16,2912,1695,63.2,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_221_505_12350_v010.md"", ""202611_CSCE_221_505_12350_v010.md"")",1663,3,642,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_221_505_12350_v010.json"", ""202611_CSCE_221_505_12350_v010.json"")",2026-03-11T01:35:40.754385,
202611_CSCE_221_504_12349,v010,CSCE 221,12349,504,234.4,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_504_12349.pdf"", ""202611_CSCE_221_504_12349.pdf"")",13,11.0,32,390,4651,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_504_12349_v010.md"", ""202611_CSCE_221_504_12349_v010.md"")",16,2912,1695,63.2,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_221_504_12349_v010.md"", ""202611_CSCE_221_504_12349_v010.md"")",1663,3,642,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_221_504_12349_v010.json"", ""202611_CSCE_221_504_12349_v010.json"")",2026-03-11T01:35:32.299359,
202611_CSCE_221_503_12347,v010,CSCE 221,12347,503,234.4,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_503_12347.pdf"", ""202611_CSCE_221_503_12347.pdf"")",13,11.0,32,390,4651,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_503_12347_v010.md"", ""202611_CSCE_221_503_12347_v010.md"")",16,2912,1695,63.2,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_221_503_12347_v010.md"", ""202611_CSCE_221_503_12347_v010.md"")",1663,3,642,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_221_503_12347_v010.json"", ""202611_CSCE_221_503_12347_v010.json"")",2026-03-11T01:35:22.868242,
202611_CSCE_221_502_54805,v010,CSCE 221,54805,502,234.5,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_502_54805.pdf"", ""202611_CSCE_221_502_54805.pdf"")",13,11.0,32,390,4661,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_502_54805_v010.md"", ""202611_CSCE_221_502_54805_v010.md"")",16,2912,1706,63.1,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_221_502_54805_v010.md"", ""202611_CSCE_221_502_54805_v010.md"")",1673,3,646,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_221_502_54805_v010.json"", ""202611_CSCE_221_502_54805_v010.json"")",2026-03-11T01:35:15.587372,
202611_CSCE_221_501_12343,v010,CSCE 221,12343,501,234.4,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_501_12343.pdf"", ""202611_CSCE_221_501_12343.pdf"")",13,11.0,32,390,4651,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_501_12343_v010.md"", ""202611_CSCE_221_501_12343_v010.md"")",16,2912,1695,63.2,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_221_501_12343_v010.md"", ""202611_CSCE_221_501_12343_v010.md"")",1663,3,642,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_221_501_12343_v010.json"", ""202611_CSCE_221_501_12343_v010.json"")",2026-03-11T01:35:06.074717,
202611_CSCE_221_500_41799,v010,CSCE 221,41799,500,278.4,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_500_41799.pdf"", ""202611_CSCE_221_500_41799.pdf"")",14,11.0,43,392,4789,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_500_41799_v010.md"", ""202611_CSCE_221_500_41799_v010.md"")",16,3050,1695,64.3,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_221_500_41799_v010.md"", ""202611_CSCE_221_500_41799_v010.md"")",1663,3,642,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_221_500_41799_v010.json"", ""202611_CSCE_221_500_41799_v010.json"")",2026-03-11T01:34:59.074672,
202611_CSCE_221_200_43689,v010,CSCE 221,43689,200,,,,14,11.0,32,391,4703,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_200_43689_v010.md"", ""202611_CSCE_221_200_43689_v010.md"")",16,2912,1747,62.5,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_221_200_43689_v010.md"", ""202611_CSCE_221_200_43689_v010.md"")",1715,3,659,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_221_200_43689_v010.json"", ""202611_CSCE_221_200_43689_v010.json"")",2026-03-11T01:34:51.481558,
202611_CSCE_206_500_41800,v010,CSCE 206,41800,500,254.9,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_206_500_41800.pdf"", ""202611_CSCE_206_500_41800.pdf"")",13,11.0,39,419,4844,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_206_500_41800_v010.md"", ""202611_CSCE_206_500_41800_v010.md"")",15,3087,1716,64.3,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_206_500_41800_v010.md"", ""202611_CSCE_206_500_41800_v010.md"")",1690,3,653,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_206_500_41800_v010.json"", ""202611_CSCE_206_500_41800_v010.json"")",2026-03-11T01:34:46.886412,
202611_CSCE_181_599_41801,v010,CSCE 181,41801,599,291.6,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_181_599_41801.pdf"", ""202611_CSCE_181_599_41801.pdf"")",12,11.0,135,193,4905,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_181_599_41801_v010.md"", ""202611_CSCE_181_599_41801_v010.md"")",15,2957,1908,60.8,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",23 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_181_599_41801_v010.md"", ""202611_CSCE_181_599_41801_v010.md"")",1662,3,623,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_181_599_41801_v010.json"", ""202611_CSCE_181_599_41801_v010.json"")",2026-03-11T01:34:37.870431,
202611_CSCE_120_550_45724,v010,CSCE 120,45724,550,391.9,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_550_45724.pdf"", ""202611_CSCE_120_550_45724.pdf"")",20,11.0,67,571,7950,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_550_45724_v010.md"", ""202611_CSCE_120_550_45724_v010.md"")",21,3855,4037,48.8,,"TAMU_POLICY:15,INSTITUTIONAL:3,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [INSTITUTIONAL] Course Copyright | [INSTITUTIONAL] Respect for All | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] College and Department Policies | [TAMU_POLICY] Additional University Policies for Galveston campus: | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [INSTITUTIONAL] Absence Documentation | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",10 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_120_550_45724_v010.md"", ""202611_CSCE_120_550_45724_v010.md"")",3943,7,659,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_120_550_45724_v010.json"", ""202611_CSCE_120_550_45724_v010.json"")",2026-03-11T01:34:33.992953,
202611_CSCE_120_522_54684,v010,CSCE 120,54684,522,298.2,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_522_54684.pdf"", ""202611_CSCE_120_522_54684.pdf"")",19,11.0,56,560,7673,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_522_54684_v010.md"", ""202611_CSCE_120_522_54684_v010.md"")",17,3670,3957,48.1,,"TAMU_POLICY:12,INSTITUTIONAL:3,DEPT_HEADER:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [INSTITUTIONAL] Course Copyright | [INSTITUTIONAL] Respect for All | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [INSTITUTIONAL] Absence Documentation | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",8 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_120_522_54684_v010.md"", ""202611_CSCE_120_522_54684_v010.md"")",3882,7,643,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_120_522_54684_v010.json"", ""202611_CSCE_120_522_54684_v010.json"")",2026-03-11T01:34:17.135287,
202611_CSCE_120_521_54672,v010,CSCE 120,54672,521,,,,19,11.0,56,560,7673,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_521_54672_v010.md"", ""202611_CSCE_120_521_54672_v010.md"")",17,3670,3957,48.1,,"TAMU_POLICY:12,INSTITUTIONAL:3,DEPT_HEADER:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [INSTITUTIONAL] Course Copyright | [INSTITUTIONAL] Respect for All | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [INSTITUTIONAL] Absence Documentation | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",8 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_120_521_54672_v010.md"", ""202611_CSCE_120_521_54672_v010.md"")",3882,7,643,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_120_521_54672_v010.json"", ""202611_CSCE_120_521_54672_v010.json"")",2026-03-11T01:34:09.073315,
202611_CSCE_120_520_54652,v010,CSCE 120,54652,520,298.2,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_520_54652.pdf"", ""202611_CSCE_120_520_54652.pdf"")",19,11.0,56,560,7673,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_520_54652_v010.md"", ""202611_CSCE_120_520_54652_v010.md"")",17,3670,3957,48.1,,"TAMU_POLICY:12,INSTITUTIONAL:3,DEPT_HEADER:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [INSTITUTIONAL] Course Copyright | [INSTITUTIONAL] Respect for All | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [INSTITUTIONAL] Absence Documentation | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",8 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_120_520_54652_v010.md"", ""202611_CSCE_120_520_54652_v010.md"")",3882,7,643,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_120_520_54652_v010.json"", ""202611_CSCE_120_520_54652_v010.json"")",2026-03-11T01:34:02.662747,
202611_CSCE_120_519_50614,v010,CSCE 120,50614,519,298.2,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_519_50614.pdf"", ""202611_CSCE_120_519_50614.pdf"")",19,11.0,56,560,7674,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_519_50614_v010.md"", ""202611_CSCE_120_519_50614_v010.md"")",17,3670,3957,48.1,,"TAMU_POLICY:12,INSTITUTIONAL:3,DEPT_HEADER:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [INSTITUTIONAL] Course Copyright | [INSTITUTIONAL] Respect for All | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [INSTITUTIONAL] Absence Documentation | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",8 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_120_519_50614_v010.md"", ""202611_CSCE_120_519_50614_v010.md"")",3882,7,643,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_120_519_50614_v010.json"", ""202611_CSCE_120_519_50614_v010.json"")",2026-03-11T01:33:55.308794,
